Order,User Name,Date,Time,Like Count,Comment,User Link,Sentiment Score,Sentiment Category,Related_to_Feminism
46967,@bigpthebutcher1979,24/7/2023,22:26:56,40,yeah was talking to 2 girls in work who went to see it and they loved it and said it had a great msg for women which i found ironic because they still live at home pay no rent or buy food and their fathers pay for their phone car insurance and everything funny that they think that the patriarchy is toxic,http://www.youtube.com/channel/UCLyWTpXubIpe8jLP4rgZoEw,0.8625,positive,True
46970,@curtisbryce5096,24/7/2023,22:25:24,1,heres the question has efeminism or any of this woke shyte made women happier,http://www.youtube.com/channel/UC_rOe--qtmOKLl10yoDC6fQ,0.5267,positive,True
46987,@Sweetpea1128,24/7/2023,22:20:12,0,i didnt have a barbie doll  i also have never been a feminist  i have one daughter  shes not a feminist either  we both have lived our lives never feeling put upon by society  i did all i wanted to do and my daughter is following in my footsteps  marriage children college career travel adventures and fun  we like men we dont believe in abortion and we know how to take care of ourselves  we never needed feminism   i cant imagine even taking my daughter or my granddaughter to see this movie let alone sit through it myself  ,http://www.youtube.com/channel/UCGlkDIWvJYZZMYYaGDdnOCw,0.8414,positive,True
46989,@jamesr123,24/7/2023,22:19:49,2,the crazy thing to me about the fight against gender roles is that there arent any in our society sure some couples may still engage in more traditional breadwinnerhomemaker roles in their marriages but that is pretty rare and also freely chosen by those people there are not standards for what men and women should do and be mostly for worse probably but thats another argument from the fact that these loons are fighting something that if it ever existed at all as they imagine hasnt for at least 60 or so years,http://www.youtube.com/channel/UCcA3yEHGcVhowbsKAtWDZCg,-0.3919,negative,True
47003,@ggddjean735,24/7/2023,22:15:40,1,mirror mirror on the wall how can i make the patriarchy fall,http://www.youtube.com/channel/UCNFBZAD-Pwv1dQjh61KckCg,0.0,neutral,True
47007,@waituntilthebeep,24/7/2023,22:14:24,0,its sad that the movie even got 1 there is nothing hollywood could make at this point that is worthy watching oh yeah and feminism has to trick you because if it doesnt it is found to be repugnant and unworthy of even a second of your time feminism wanted to vote and they got it feminism wanted equality in the workplace and they got it feminism now wants men to be cave dwelling sperm donors that create wealth and hand it over to women with zero concern for the men these harpies can be bitter and alone until their extinction cant wait to see that one,http://www.youtube.com/channel/UCiZN40FGxIU0E1vvXF5Raxw,0.3818,positive,True
47011,@thatguygeorge1668,24/7/2023,22:13:20,0,it did but at the same time it was just kinda boring not woke ina sense of shove it down your throat  but woke like laughable that a 13 year old kid thinks she knows patriarchy its laughable no doubt  but my kid wanted to see it ill say this way better than mean girls from a parental stand point fjb,http://www.youtube.com/channel/UC6Gdel1CCJPlNfmMMbmQMkA,0.6315,positive,True
47012,@RadDuck7,24/7/2023,22:13:20,0,there is no such thing as wave feminism the suffrage movement is very much so the same thing as we see today if truth is what we wish to pursue then you should start with the truth of suffrage otherwise all you offer is disservice to those who tune in,http://www.youtube.com/channel/UCAgbSYHVzzsxsObCy8FFqNQ,0.6249,positive,True
47037,@n-0-1,24/7/2023,22:05:43,0,corporations love feminisms they are the ones who created it imagine a world where corporations have twice the supply of workers twice the supply of labor and a job market that has twice the competition woke media brain washes women into working their lives away in industries that they will never actually succeed in all while competing with the very men that they would have otherwise married,http://www.youtube.com/channel/UC1sAo_ljZW-9M23ok3QdLKw,0.5532,positive,True
47065,@Aedonius,24/7/2023,21:56:56,0,are you kidding you were just complaining that gender was being destroyed now we have a movie where women are women and men are men and you call it woke it is actually celebrating beauty and correct gender roles it actually proves that life is better for women under the leadership of men wake up this is far better than the alternative black trans ugly barbie movie they could have made,http://www.youtube.com/channel/UCW_n3FiAu1KXTmB4FvmVuTw,0.7506,positive,True
47067,@amyd2203,24/7/2023,21:55:37,0,i always thought that the barbie dolls were a symbol domesticity if anything anti feminism its so weird to me that they went this way with that movie it doesnt even make sense,http://www.youtube.com/channel/UC2PIqmo-RuHXdLLEFtEgnyA,-0.5486,negative,True
47075,@SolracNexus,24/7/2023,21:53:42,3,"sound of freedom this movie is explicitly about the evils of child trafficking

them propaganda and forced ideology

barbie this movie is for the family but in order to get a lot of money we tried to hide the fact that its also about patriarchy and why its bad

them its not propaganda its just subverting our expectations lol",http://www.youtube.com/channel/UCXEKFV6vHd0M9hkRVUH3EWw,-0.5007,negative,True
47078,@mommared4456,24/7/2023,21:53:32,2,my adult daughters waited for mo this to see this movie last night we could stop laughing on how excited they were to see this movie when they for how and i asked them how it was they look on their faces said it all they were so disappointed the first 30 min were good then it got dark and they couldnt follow where it was going said ken was into patriarchy and said women should bow down  to the man his music solo was weird disgusted with it all is what they said,http://www.youtube.com/channel/UCfH5eyOb0vr2zR8BIA9mNxw,-0.4198,negative,True
47090,@lorrainyhippohernandez4796,24/7/2023,21:50:00,0,ben shapiro is a closet homosexual he reacted to barbie like sid from toy story kens not gay at all hes obsessed and love sick towards barbie theres one beach joke and he is projecting onto him its a classic battle of the sexes story and has a way of making everyone in the theater feel seen so what was so woke about it that she wouldnt let them put her back in her stereotypical barbie box or that it makes gender roles clear again,http://www.youtube.com/channel/UChDL3lg4Thl6EBbxbqyi0Cg,0.5994,positive,True
47093,@ulibarriL,24/7/2023,21:49:31,0,"man its good to see matt attack feminism it took a deceptive box office smash to do it but gotta give credit where credit is due
lets see how this monumental unprecedented movie does in the following weeks eh",http://www.youtube.com/channel/UCvBJGDCvHVjuYWV1CsMVMVA,0.7717,positive,True
47103,@Gargamel19,24/7/2023,21:47:13,0,"female heredidnt see it dont want to either i dont like pink and i havent had barbies since i was very little and even then wasnt that big on them 

i dont understand how you give a doll a personality barbie is supposedly to be whatever a little girl whats her to be in her head id rather preserve my childhood version of barbie from the 80s and early 90s then see what the hollywood machine churns out 

this isnt about gender equality or empowerment or anything for me the movie just doesnt make sense and the trailers just didnt draw me in

barbie has been every profession and comes in all shapes sizes and ethnicities none of my barbie from my childhood have ever been bimboseither",http://www.youtube.com/channel/UCv7mdIahqG_tuvZYTsRpStg,-0.3252,negative,True
47112,@sylverserf2174,24/7/2023,21:43:46,0,gazorpazorp the planet in rick and morty  thats what feminism wants,http://www.youtube.com/channel/UCtoPbuP41P5SAePLxtYyhXA,0.0,neutral,True
47120,@mattusapparatus5968,24/7/2023,21:40:16,0,"ok so i looked it up on rotten tomatoes in the middle of this video and was surprised to see twin 90 scores i read the first audience review and here it is verbatim this is dead serious

great watch theres nothing in this movie to dislike as a 15 year old girl i found the feminist anti patriarchy message somewhat unnecessarily political but nonetheless empowering would not recommend for super young girls who have not experienced the world yet and are unaware as watching the movie is better if you have a preexisting outlook on the patriarchal aspects of society  the movie also includes a great soundtrack and girly aesthetic and that highlights the best parts about being a woman excluding the societal expectations of being a woman

holy crap dude",http://www.youtube.com/channel/UC7qSk_BkPtDp6PPa8K86T-w,0.5881,positive,True
47152,@Bob-kn7nc,24/7/2023,21:30:39,0,and yet sound of freedomis gone because it shows a grim reality they dont like but they love their new flashy feminism movie with all the substance of gelatinous card board,http://www.youtube.com/channel/UC_lQrggprC2KSUa9d9PO5BQ,0.5987,positive,True
47155,@Didipunx,24/7/2023,21:30:05,1,omg one stupid barbie movie and men feel attacked by a barbie movie  i dont see you all calling out the blatant misogyny on every single other movie done by men you know the huge difference between misogynistic men and misandrist women one kills and the other one annoys what a bunch of snowflakes to complain about a barbie movie ,http://www.youtube.com/channel/UClqspBuqDZGCeSwX9YkLsjw,-0.9169,negative,True
47157,@rosie_gm,24/7/2023,21:29:41,52,i was so hyped for the movie the first half of it was actually really enjoyable but the second half was just shoving political stuff about patriarchy down our throats and i was just like oh   like it started on a really high note and then just went downhill overall i still really enjoyed the movie and i found the set design costumes cinematography acting and attention to details really amazing but its not like you leave the theatre feeling happy or good or anything,http://www.youtube.com/channel/UCZ1jknnwML5ECeFYr0wAY-A,0.9823,positive,True
47184,@SewTubular,24/7/2023,21:23:37,1,it has nothing to do with men the main plot of the movie is  a doll wants to become a human and by the end of the movie she gets her wish thats what the movie is about there are some hilarious scenes in the movie where ryan gosling as ken discovers the patriarchy in the real world and brings it back to barbieland in such a warped way and he brainwashes the barbies to serve beer to the kens in skimpy outfits and ken has installed flatscreen tvs in every room of the renamed kenhouses with every tv showing galloping horses on the screen at first ken loves the patriarchy but later on he finds out that the patriarchy is not about worshiping horses so he loses interest in the patriarchy the other issue with the kens is that the barbies have all the money own all the cars have careers and own their own houses while the kens own nothing and sleep on the beach at night which sounds like a pretty raw deal but this goes back to the 1960s when mattel first introduced the kens kens were always seen as accessories to barbie and many girls didnt want any ken dolls so the harsh treatment of the kens comes from mattel back in the 1960s the barbies did not choose to treat the kens that way its just the way its always been done near the end of the movie the barbies decide to help the kens but its going to be a slow path towards equality for the kens with the right crowd the barbie movie is a fun blast and never was a manhating anything where the crappy treatment of the kens comes from mattel so hopefully mattel will give the kens cars jobs and their own houses so that the kens will be equal with the barbies in barbieland,http://www.youtube.com/channel/UC-7GMrLnmBnXQGw0X0QRtQw,0.9164,positive,True
47185,@craigexaustralia7147,24/7/2023,21:23:33,0,my father in law is dutch and was born in 1938 he remembers the german occupation of holland old johns half dutch half german mother in his recollections doesnt sound like a meek victim of the patriarchy,http://www.youtube.com/channel/UCOs0A29uXqybyG5dK2ehJnA,-0.4956,negative,True
47187,@ralphgrau8028,24/7/2023,21:22:40,0,at the end of the movie ken is the hero and what makes barbie happy family the patriarchy one this one,http://www.youtube.com/channel/UCLkh2BddEdBkNmiXBYm-K7g,0.8074,positive,True
47188,@necrophagus9,24/7/2023,21:22:34,0,feminismincels,http://www.youtube.com/channel/UC2eB4DpJ9ir1ZUxoLOCsKVA,0.0,neutral,True
47203,@sisterrrr2399,24/7/2023,21:19:08,0,any woman who grew up with a healthy masculine male authority figures can sense that what feminism preaches is full of bs from my observation those that are feminists either had an absent father or a weak father that is controlled by his wife ie a dayouth  an abusive father or a father that is not religious traditional enough or at all so he does not refer to divine guidance or guidance that survived the test of time like tradition on how to protect and raise his daughters and end up just following the tide,http://www.youtube.com/channel/UCn5HPsp1W16LP7i7dEMNsCw,0.0966,positive,True
47240,@benhaney9629,24/7/2023,21:10:34,0,they actually call it the patriarchyin the film lol,http://www.youtube.com/channel/UCE2XLpiuXSH4WkmJVGZsEEQ,0.4215,positive,True
47250,@patriciatremblay2058,24/7/2023,21:07:41,0,feminism has killed 60 million babiesthats in the us only what about the rest of the world,http://www.youtube.com/channel/UCb2l25FC8fo7DmQ5olH4tLQ,-0.6705,negative,True
47265,@kimmyk3640,24/7/2023,21:04:26,3,margo robbie doesnt look like barbie to me and my sister and i played with our barbies for years while growing up in the 70s we never had a ken we had fun no feminism just dressing our barbies sitting them on blowup furniture then heading outside to ride our bikes,http://www.youtube.com/channel/UCfAvXZsaX6Ltr1qYfRn6_RA,0.4749,positive,True
47272,@moodyonroody5313,24/7/2023,21:01:32,0,theres feminism and theres feminism feminism took a wierd turn in the 80s i never thought barbie was ever feminist and i still do not,http://www.youtube.com/channel/UC1ccAL8sMGpd005DMR8rn9g,0.0,neutral,True
47308,@gametime2473,24/7/2023,20:52:39,1,if a movie is enjoyable who cares  imo this isnt a good look for you  yeah it espouses views you dont like but if its entertaining its going to do well  i doubt anyone is coming out of this move ravenous for feminism  yeah i despise the race gender gestapo but this movie is just fun and has a good story from what ive heard  not everything has to be a culture war,http://www.youtube.com/channel/UCxHAFGKCd2tZd0DKlTKPNTA,0.8016,positive,True
47378,@vincei4252,24/7/2023,20:34:30,0,yeah because the movies i want to see every weekend is woke trash by rich females from the coasts whining about the mythical patriarchy that allows them to make garbage movies and lie about the movie content to get bums on seats,http://www.youtube.com/channel/UC1LpPOSDzpcAb89JFW4WjYQ,0.6369,positive,True
47387,@Eric19877,24/7/2023,20:33:03,1,lets call it what it is feminist poison because thats what it is it is an evil mindset outlook and ideology always has been from the very start and the decades of all the damage its done proves it also it makes many women intolerable perverse getting worse every single year and even if they dont classify themselves as a feminist its so imbedded in society and ingrained in their minds from the garbage they watch and womens magazines its influenced them significantly  without a shadow of a doubt whether women want to acknowledge it or not people like to say oh it was about rights and started off with all good intentions but no when you have an ideology that undermines all biblical teaching morals and family values and sets up women as never ending victims were anything said or done to them can be framed in a specific way which thus reinforces the very lies the entire movement is built upon its a never ending form of evil plus who knew that demonizing an entire segment of the population in this case men would turn out badly for society it seemed pretty obvious and self evident to anyone with an ounce of common sense it comes directly from satan who wanted to attack and destroy the order god put in place i think the king of the universe knows best dont you and also take down the head of the family the leader of the home and the strongest figure who literally built human society it is not just an attack on mankind but in the very hierarchy god himself put in place for the human flourishing generation after generation now that women led the way with the sexual revolution and feminism the consequences like women getting away with ending childrens lives are ongoing and it led to one evil thing after another ending up with were we are now thats why even every form of entertainment reflects how evil perverted and decayed human society has become and it primarily took just 60yrs,http://www.youtube.com/channel/UCgINePnIZRni8KPMLi4xA5Q,-0.9794,negative,True
47411,@FOAB-Carlos,29/11/2023,1:18:15,0,barbies depiction of the real world is so cartoonishly ridiculous according to the producers cat calling and sexual harassment is a daily sight,http://www.youtube.com/channel/UCQ8CGelsRALLPdyqAa_mVfg,-0.7414,negative,True
47417,@davidlewis2668,26/11/2023,21:50:39,1,sorry cd but this is really sci fi alternate reality flix that parodies both the patriarchy and matriarchy  with dance routines and product placement for mattel,http://www.youtube.com/channel/UC5GEsfSn0mWcwr0MaNv_YBQ,-0.0387,neutral,True
47425,@uzis.machine-guns,23/11/2023,19:33:32,0,toxic feminism propaganda strikes again we tired of hollywoods bs,http://www.youtube.com/channel/UCg52DwcX5iv_r64HFi1vrMg,-0.7506,negative,True
47435,@JonTonyJim,20/11/2023,3:13:20,2,"you hugely misunderstood this movie there are two simultaneous but distinct plots for barbie and ken 

barbies plot is an exploration of the value of women in modern society and goes through the very real struggles that women face in our times 

kens on the other hand is a metaphor to womens suffrage the kens start of as superfluous and are subjugated by barbies and given no respect by them this represents the position of women in society in the patriarchy where they were mothers housekeepers sexual objects and often little else 
the main ken then realises that they dont have to live like that and they break free of the matriarchy to set up a patriarchy it veers from historical suffrage here but still serves a purpose the matriarchy is presented as empowering women but the injustice felt in the patriarchy which is the formers mirror image highlights to radical feministsmisandrists in the audience that a society dominated by one gender is unfair either way

at the end it once again parallels womens suffrage as the barbies return to power and the film very deliberately shows them giving the kens a small role in government stating that they have to start somewhere the metaphor here doesnt really need explaining
 
the parts in the real world are very obviously and deliberately exaggerated but this is for the sake of the plot as the reality of the problems women face is too subtle and insidious to effectively convey in such a limited timeframe

the film is not promen per se it is certainly primarily feminist however i think if you examine it properly you can clearly see it is not a work of male hatred it serves foremost as female empowerment and then as an examination of a society dominated by one gender",http://www.youtube.com/channel/UC2aLQbU7iduQSId7S5e-h7A,-0.076,negative,True
47455,@Duongdaipham,14/11/2023,8:23:01,1,barbie is toy for girl who yet to understand the concept of male patriarchy,http://www.youtube.com/channel/UCHPc8BDNMTLFhRIirkde6BQ,0.0,neutral,True
47476,@alexherde444,3/11/2023,12:26:49,0,"me after going out of this movie 
is barbie a movie about real female empowerment no 
is barbie a movie from and about hyper feminists who use feminism as an excuse to hate on men and push themselves into a victim role just for attention yes
i am a woman so a part of the audience this movie is supposed to be targeting didnt work that well",http://www.youtube.com/channel/UC7l7f3N61fmaaW9TmvM_l5A,-0.7017,negative,True
47481,@NaturalHalfling,2/11/2023,12:26:51,0,"why does everyone think the films treatment of kens is genuine hate for men when its instead commentary on how women arehave been treated in the real world the way theyre just accessories to the barbies with their only personality being ken how the barbie world champions women the way at the end where the kens get a little bit of power and representation the film comments that one day kens will get as much as women do in the real world its not a hatred of men its a satirical role reversal type portrayal of how women have experienced society for hundreds of years you cant deny men have an advantage and yes it is changing now but its still there and its taken a long time for change to happen

anyone else think its funny how even a jokey portrayal of men as secondclass citizens just as women weresometimes still are treated in a fictional universe has so many feeling specifically targeted and victimised by the film makers gosh its a good thing no one in real life is treated that way",http://www.youtube.com/channel/UC9t0VHqfXqv5_FsMWUKSQlg,0.8852,positive,True
47495,@worldwideinterests1,28/10/2023,5:01:21,4,"drinker doth  protest to much methinks this movie was like the cave on dagobah  you got out of it what you put into it if youre the sensitive type and easily offended by jabs about patriarchy yeah this movie is going to bother you if you realize that this is a movie from a feminine perspective aimed at women and a lot of it is simply not going to translate to a mans experience youre less likely to get your panties in a twist could it have been better sure did people make a much bigger deal out of this than they should have 
absolutely",http://www.youtube.com/channel/UC00_xgjxJ_vamR72mPxbqFA,0.7096,positive,True
47500,@cedrichebert9584,26/10/2023,5:47:25,13,bruh if you didnt relate to ken its because youre not supposed to the whole time theyre depicted as something else than human its not a reflection of the real world and its not kens world its barbies world ken doesnt have a story he has nice abs and a surfboard because hes a toy made for little girls this whole dimension is for little girls of course ken is nobody without barbie ken was created to give barbie a boyfriend hes a prop when he goes in the real world he realizes he doesnt want to be just a prop barbie realizes there is much worse than being ugly in the real world but so much more beauty too also cant pretend the real world is depicted as so much worse if barbie ends up choosing this side or that men are all depicted as horrible as innocent as ken may be hes still good at heart and a good boyfriend now the end indicates hell have a personnality nonetheless ken understands he needs to get a life while barbie understands she neglected him in other words theyre more human you on the other hand hear ken describe patriarchy as all men having total power and you think mh basic respect at last and the ending isnt good per se but its sarcastic too bad you didnt pick up on it be offended if you want but theres no display of hatred towards men,http://www.youtube.com/channel/UCOUkdmwptyH9e7D6_igeTOg,-0.8936,negative,True
47506,@Megadriver,24/10/2023,14:29:03,1,"i watched both oppenheimer and barbie with my girlfriend i loved oppenheimer but thats not important what is important is that both me and my girlfriend didnt like barbie
now she has played with barbie dolls as a kid and im sure part of her dress style was partly inspired by barbie we both expected this to be a silly romantic comedy but it wasnt
my girlfriend was not happy that here was no proper happy ending for barbie and ken even she found the antipatriarchy speech a bit too much 
i mean come on dont feminists have fathers normal and loving fathers surely they cant all have aggressive oppressive abusing alcoholic monsters as fathers
barbie is just a bitter feminist break up movie that openly showed its hatred towards men and while ryan gosling nailed the role and i loved the grease inspired dance scene the kens did the parody of the normandy landings and i also liked how pretty margot robbie is i didnt enjoy the movie at all it left a very bitter taste in my mouth thinking back now only ryan goslings silly antics made the movie watchable

the whole idea of barbie and ken is that they are a couple and they are in love they could have had ken find love with another barbie and that would have been ok but the movie basically told the kens they are not needed and they need to figure out what to do with themselves preferably away from the perfect feminist world of barbieland nobody said it but it was heavily implied
what they did with barbie is that they took an actual good symbol of female empowerment one that teaches women to follow their dreams to embrace their femininity and be loving girlfriends wives and mothers and they twisted that into a symbol of hate one where the divide between men and women grows one where love is replaced with pure hatred for the concept of a traditional family
naturally i didnt like the movie but when my girlfriend a modern woman  the targeted audience didnt like it either then something is wrong with barbie",http://www.youtube.com/channel/UCcc0wgz_Rng3HrhmD0q71PQ,0.987,positive,True
47520,@BeauSeymour,22/10/2023,1:53:19,8,"i think many people have utterly missed the point of this movie 

ken represents the recent history of women in this movie not men at the start like in the 1950s ken only exists to please barbie and spends his entire day just trying to make himself look good and impress her then as with the modern era ken is exposed to the idea he can be more that there is nothing stopping him from becoming a doctor a life guard a president and that he has effectively been repressed by the person he loves for his entire life this causes ken to largely radicalise understandably some might say and push so far the other way that barbie land becomes ken land and tries to enforce patriarchy

barbie representing the modern man in this scenario sees this change in power as a direct attack and gets angry  upset that ken is suddenly the main event and retaliates this is satire at its finest literally analogous to the toxic behaviour of both sides at the extremes who just see everything as an attack on their way of life and respond by attacking further

in the final scenes barbie realises this toxicity is not good for anyone and despite having the option to impose barbie land back on the kens pushes for a middle ground where both parties can live and be the best they can be eventually this is literally what feminism is supposed to be and should be represented as in media and its fucking sad it took this long for someone to make it

it closes with a pointed comment about how the situation in the real world is still not there yet because its not but the solution is neither barbie land or ken land it is both barbie and ken working and sharing together",http://www.youtube.com/channel/UCelPnWsHtFG-fB5UigRLapA,0.1111,positive,True
47524,@kumaumaru9812,21/10/2023,18:49:37,1,"i was immediately put off by the message of the first scene i had to ask myself while watching barbie that always promoted the message of you can be anything implying that you cannot be a successful and fulfilled woman if you have a family its one thing for the kids to leave the old dolls for new shiny onescos theryre kids and its another thing for them to destroy baby dolls for the new dolls its directly saying family is outdated and independence and toxic selfishness is the best direction for women then in the baribe court they were debating feminism

like why i thought barbie land is the utopia of feminism where women are in charge of everything why is there then a need to debate feminist idealogy in the parliament when you live in the supposed utopia of feminism then obviously the way the kens were treated was horrible i refuse to increase my value by devaluing others it is shameful and shallow and not a message young girls should be hearing then the kens which were purposefuly portrayed as not the brightest of men took over feminism land in 48 hours like how its like saying women can only be in charge if all the men around them are stupid brainless mediocre and unambitious and the mojo dojo casa house was basically women being waitresses 

since when was serving a man a drink as a job directly corelated with submission and servitude and why did they have to be reminded of their educational backgrounds and achievements to break the curse of being waitresses that implies that the hard working men and women that work in bars restaurants and other places where they provide customer service are uneducated and stupid the drinker is so correct in saying they are very confused about the message they are trying to pass across they think they are appealing to women but smart people will know how insulting some of these scenes are 

the worst was the ending where things reverted exactly to how they had been the barbies callousness and illtreatment of the kens continued and they further cemented their reign of feminism it made me think of the old barbies like the princess and the pauper where the message of perseverance courage love friendship responsibility hope and fairness where emphasized while the girls were the focus there was no malicious intent towards men in the slightest there was simply no much focus on them because they werent the main characters",http://www.youtube.com/channel/UCEYXxKaGmbwykzKjswb5Ciw,0.785,positive,True
47533,@avinashhalscon8902,19/10/2023,13:47:12,10,"they literally said the patriarchy doesnt exist in the end of the movie drinker i think you are critically wrong about this movie critique of men is not hatred of men

bro you need to chill and accept that we aint perfect and its okay to be criticized the men in the movie literally come together and join hands ken is a non human being that was essentially ordained to always love barbie by what is practically his god no shit it would confuse him if his programming doesnt line up with reality its a satire and a good one

theres even a whole scene about female manipulation where it makes the main women look like bad guys then the men team up and realize they dont need to fight amongst themselves the movie was hilarious",http://www.youtube.com/channel/UCufOn0tNvlhtXHbJARsIUjA,0.9077,positive,True
47538,@InlandDiscoEmpire,18/10/2023,22:30:06,2,time to make the patriarchy real and actuall give women something to complain about now because im done with the nonsense of female brain and their warped perceptions of reality,http://www.youtube.com/channel/UCF6yEIU2kxG9MZMZSbaH-Pw,-0.6369,negative,True
47550,@breeancarter2171,15/10/2023,22:20:18,2,"how did you miss that this is a coming of age humanist story barbie doesnt care where ken lives because little girls dont have kens dream house they have barbies dream house barbie isnt interested in ken because little girls arent interested in ken you clearly dont have any little girls in your house they dont know what being together means or what kissing is and little girls dont know about sexual harassment or being objectified which is reflected in barbies introduction to the real world and to all men who dont know being slapped on the ass in daylight and in public with your boyfriend would not be a reason to alert the media or the police ive had a lot of worse happen in my office wake up 
the fact that you felt demoralized means you didnt get it",http://www.youtube.com/channel/UC3pr-8g-46hq1WJwPKN7Lqw,-0.8839,negative,True
47554,@francescoelafro9684,14/10/2023,20:31:18,41," no mention of allan whatsoever
 no mention of weird barbie and the way shes mistreated by the other barbies untill after the kendom revolution
 absolutely misunderstood the ending of the ken war they didnt lost they reunited after realizing what was actually wrong in the role they were given in the barbieland society
 completely flew over the moment that stereotypical barbie realized the horrible situation the kens where in in the barbieland society by wondering where did they use to live since all the houses where owned by barbies
 really believes that at the end of the film barbieland returns to normal when they specifically said that things ended with kens gaining little bit of political representation and that in time the disparity between kens and barbies will reach the level of women and men in our society

you really paid attention for this one huh",http://www.youtube.com/channel/UC_Jy88TJCBzHhZS9mITDQHw,-0.925,negative,True
47558,@TheJoebuddha,13/10/2023,19:15:14,0,for me this movie was actually a criticism to feminism,http://www.youtube.com/channel/UCuXHo_v-MQ-Wkp4RR-kot9Q,-0.4404,negative,True
47559,@binnytheearthhero,13/10/2023,17:30:55,1,"i think they could have fleshed out one of the kens or the office worker guy to be a male character the movie genuinely liked to represent that although there are many awful men there are also good men in the world however i dont think this movie was trying to promote manhatingit reverses the gender roles in barbieland to reveal hatred of women in the real world

sometimes the white feminism in the movie is a bit much for me since as a white woman myself i dont feel very opressed or angry in this day and age and i live in a safe countrybut lingering misogeny still exists and a lot of men still treat women like accessories idiots sex objects etc",http://www.youtube.com/channel/UCxLw79dSzKUW4Y6TKnWgdLA,0.5627,positive,True
47573,@jordanshim380,9/10/2023,21:24:02,4,"ok so i feel like drinker is leaning hard into a narrative and its preventing him from being objective 

i dont watch many movies these days because as a whole they are just propaganda for the message so when i was asked to sit and watch it with the family i was prepared to fully dislike it i had also watched this video a while back and had a certain expectation

right away lets just agree that rather ironically ryan gosling is the star of this film the rest of it is passable at best but in no way did i find it as toxic as is made out here it tackles the idea that over simplified ideologies are not the answer to some of the problems that we face today because after all life is far more complicated than than 

barbie is living the feminists dream and yet she is contemplating death internally and is largely ignored when she voices concerns ken is objectified but more than anything thinks his purpose in life in to be wanted by barbie at the expense of a life of his own while she struggles with her meaning for existence he struggles with finding his purpose

when the tables are turned in the real world barbie is the subject of objectivisation and has her character brutally dismantled by a child whos mother has ultimately failed tech her correctly to communicate with others with any sort of respect despite believing that feminism is the answer to the worlds issues

ken realises what it is like to be seen while at the same time pushes to find the boundaries that the patriarchy afford him while he is no longer ignored being able to beach ultimately just isnt enough to get him the full amount of respect he now wants so he goes back to barbieland to act out in the hopes that barbie will finally see him as something other than an accessory

at its core the film has narrative and both main characters have meaningful character developments that if anything leaves them better equipped to move forward with their lives despite largely getting her own way in the end barbie still chooses the harder path by going to the real world and we find she is ultimately not interested in ken not because she sees no value in him as a man but because she just doesnt love him and doesnt find him intellectually stimulating

there are moments of cringe heavyhanded stereotypes and unnecessary fluff but some of my favourite films have this in the opposite direction and i wont begrudge anyone having a poke back remember this film was always going to be female biased but it could easily have been heavily messaged and diverse in all the wrong ways but it wasnt and fir that i think its at least worth a watch",http://www.youtube.com/channel/UCMRG5T6Zl9-Ed_FtaPNSZpw,-0.9355,negative,True
47580,@darkshark3906,8/10/2023,23:01:54,2,i you really think about this movie its as anti feminist as it gets only 2 characters who were called crazy by the movie itself were trying to make everyone feminist other barbies were happy with kens and in the end feminism made barbies lonely and kens miserable,http://www.youtube.com/channel/UCZYAX1KF-V1NYfST3ARhHsg,-0.6908,negative,True
47588,@Sonnell,7/10/2023,10:23:57,1,"this is like if ai would have written it lots of confusing ideas with no coherent message or logic dripping with blind feminism
i was so hopeful about this movie that it will deliver some nice message about equality but it just contradicts itself in every 5 minutes",http://www.youtube.com/channel/UCMQjC8XXnfdLF4h3eWIPPvw,-0.1851,negative,True
47589,@Boomy2nicce,6/10/2023,22:15:14,2,the movie isnt feminist propaganda its making fun of feminism as a whole not catching that was a clear cut giveaway that you sir need to go back to grade school,http://www.youtube.com/channel/UCihqnnRD9ng8oyN-6UaH3bw,0.6747,positive,True
47603,@JBogardus,4/10/2023,8:07:13,2,critical drinker totally missed the ken reality in the beginning of the film its not male bashing lol its satire its revealing the absurdity of a world the real world the barbie world or any world that is primarily gender informed patriarchy or an imagined matriarchy arent the answer to read this as a purely misandrist film is just stupid defining oneself by your gender alone or needing approval from a love interest of the opposite gender whatever gender you are  is dehumanizing childish plastic and fake  thats why you have to grow up and leave the makebelieve toy world and enter the real world where no one is a perfect man or a perfect woman men who watch this film and feel they are being bashed are taking this shit too personally and too reactively without turning their brains on and thinking about what the film is trying to say,http://www.youtube.com/channel/UC_EF0OW4jLPHwmOQvht-1Iw,-0.8006,negative,True
