Order,Reviewer_Name,Date,Review,Sentiment Score,Sentiment Category
324,sofiaboneva,30-Jul-23,the movie is great everyone says its very preachy but i actually think the societal expose is done in a very tasteful manner it makes you think about the world we live in and points out ridiculous things that have always been there but we never paid attention to  for example why most cash has famous men on them and not one woman with some exceptions around the world of course it also presents ken the way women have been portrayed in movies since the beginning of the movie industry  clingy confused a bit inadequate annoying etcits smart its very funny its interesting and it deserves the hype,0.0348,neutral
325,brjwalker,24-Aug-23,the 1968 picture planet of the apes reverses traditional roles after timetravelling thousands of years into the future astronaut charlton heston discovers a world where apes are the advanced primate and humans their chattelsi hated the movie as a boy in as good a way as it is possible to hate a film could it happen i wondered where humans could become inferior to another species if it did would we deserve it the film haunted me enough at age 13 to ensure i have never dared rewatch itthe 2023 movie barbie looks nothing like planet of the apes its cinematography is an exercise in highoctane kitsch as unapologetically saccharine and unrealistic as the dolls it is designed to sell yet it too explores role reversal here between sexes rather than speciesbarbieland is a quasimirror image of realworld the films moniker for presentday california barbieland is a gynocracy and a matriarchy the barbies for they are multiple live happy fulfilled lives they prosper at the top of every profession and public office they never age bodily imperfections are impossible and life is a perpetual merrygoround of choreographed parties infinite outfit changes and enduring sisterhood the men  the kens  are decoration they are unable to perform even basic functions physical and sexual they lack genitals their muscles are impressive but purely for show they preen on the beach but surfing is beyond themone day classic barbie margot robbie awakens to discover her pristine feet no longer arch perfectly into her highheeled shoes she no longer walks on immaculately pedicured tiptoes but on flat ordinary soles to the collective horror of her sisterhoodrobbie realises something is wrong and  following a revelation from her compatriot weird barbie  sets out to realworld to resolve it classic ken ryan gosling stows away in her car the duo eventually arrive in santa monica via a series of rosetinted vehiclesit isnt long before gosling discovers that realworld is unlike barbieworld here the power is held by men gosling surprised to be treated with respect becomes fascinated with patriarchy and quickly warms to the paradigm for robbie the experience is the opposite people mock her daily life is threatening not fun her selfconfidence warps into selfconsciousness ken precedes her return to barbieland and quickly sets about transforming the pink paradise into kendom a toyish grotesque of realworld where the kens are in charge and the barbies retained as ornamental servantsmuch ensues we race and chase suvs with the motheranddaughter pair who own robbies doll in realworld theres an overlong musical sequence in which gosling reprises his singing and dancing shift in la la land mattels allmale csuite led by the onedimensional will ferrell provide limited laughs and add little to the plot beyond an admirable modicum of selfawareness products are placed  even chanel  with abandon still we are being entertained and mostly engagedthe final act sees barbie and friends manipulate the kens and prevail there are no suffragers in barbieland and following a unanimous referendum of an allfemale electorate the natural order of things is restored a dark compelling twist looks imminent but it never arrivesrather than lean into the exquisite role reversal narrative director greta gerwig retreats from it instead of pressing her male audience to consider how they would like it if what patriarchal societies do to women was done to them her finale ploughs a much shallower furrow into welltrodden ideas about the link between mortality and existentialism i die therefore i amrobbies barbie eventually opts not to live in barbieworld but as a real imperfect woman in los angeles this is not apparently because she hates what counterrevolutionary barbieworld might itself become but because she likes the idea of being human how do the remaining barbies perceive their homeland do they support gynocracy are they comfortable with the kens being sidelined the passive ambiguity here is uncharacteristic of a screenplay that for the first 85 minutes hammers home its message relentlessly and preciselythe narrator helen mirren assures us that one day the kens might enjoy the same status in barbieworld that women do in realworld it is hard to see even that unambitious prospectus being realised given the kens are gainlessly employed politically disenfranchised and allowed to hold only junior roles in the judiciary barbie and ken experience equality in neither barbieworld nor realworld in both realms one sex is always subservient to the other perhaps barbie ultimately prefers la because despite its manifold flaws it at least has no pretence to being a utopiain planet of the apes we discover in the final reel that hestons destination is not a dystopian otherworld but earth itself through nuclear war mans hatred greed and hubris has caused his own downfall the oppressor has become the oppressed perhaps man deserves it in barbie gerwig avoids such a subversive conclusion instead she ends with the weakest element of a thoughtful movie a syrupy anticlimax more predictable of hollywood and mattel,0.0108,neutral
326,bbreee,17-Aug-23,was just okay the acting is super ryan makes a super funny and suave ken i think and margot is a perfect barbie she ate her role up this is not a kids movie has many innapropriate things and comments i was not expecting most of the humour lands for me honestly i thought it was cute the diolouge isnt best but its a movie about barbie what were any of us really expectingit was kinda confusing towards the end the begininng was really fun maybe a little bit annoying but thats just me like i said not my type of film the colors were great the barbieland set was cute after they got back from the real world it kinda fell apart for me i thought they were gonna go a wholeeeee different route than the ken patriarchy taking over then the barbies make them fight eachother and make up and everythings fine they tried to make it deep and meaningful but it flatlined along the way it seems like the whole build up was leading to the monolouge scene i feel the feminist point of the film wouldve come across better if it was introduced over time instead of having a few blatent comments here and there and then boom big monolouge it was just a lot but empty at the same timeand i get what they were trying to do in the real world with having barbie be constantly catcalled but that also got to be a lot i think like point proven all women have had that happen to them it was a bit overdone and got a little uncomfyand nothing was ever really resolved in the real world besides the mom and daughter with barbie and then at the end you think barbies getting a job at mattel first female ceo feminism but no shes just going to the gynocologist yeah it was a funny and unexpected moment but they had a chance to do something and they didnt take itoverall much different than expected this dealt with more serious subjects and got way deeper into patriarchal ideas than i was prepared for thought it was going to be lightheartedso idk it was cute i may be too hard on it cause i enjoy movies that make you think and have deeper elements all the elements here were blatently there also im saying all this as a young adult female i know i was one of the target audiences for this,0.9945,positive
327,tristan_19,21-Jul-23,greta gerwigs style is jumping through the screen the cinematography and set designs are brilliant here as barbie goes from barbie world to the real world gotta say its particularly touching i didnt expect to get emotional but the movie got me one or two times margot robbie is a star as always and her acting absolutely delivers showing the inner conflicts of the character all in nuance and sinceritythis film is definitely not for kids as it focuses on problems and dilemmas adults have to deal with the writing isnt perfect by any means but overall barbie is a pretty fun adventure,0.7907,positive
328,vazran,14-Aug-23,so i just wanna say that i was very hyped for this movie but after i watched this i was a bit disappointedthe movie has a lot of cringe scenes one of them are funny too but at some point this is just cringe and too muchabout the message of this movie i agree with it and i like it because in our world women are really disrespected harassed and so on but at some point it was too much i say this as a male but one of my friends who is a girl has the same opinion but the other one with the mom and the teenager rebonding that was amazingthe sound tracks are really good tho to include artists like nicki minaj ice spice dua lipa billie eilish and so on is a great move to make this film an iconic onethe cast is great and i think margot robbie played barbie perfectly with her acting and her appearance tooin conclusion i recommend this movie because i think this is a film that anyone has to watch because its a barbie one and it can also teach teenagers a lesson despite the cringe scenes,0.9898,positive
329,izzy-80478,21-Jul-23,this movie is not only lighthearted but a way of exploring how women are seen within society to barbie she views herself as someone that strives to be able to do anything a man could do and to her she thought that mirrored to the real world the movie fights against the double standards women have themselves and about understanding yourself as an individual to me the most touching part was the end when it shows clips of women just laughing and enjoying themselves and i felt it had such a deep message to be proud that i am a woman it also referenced how just because toy ken is an accessory to barbie that doesnt have to be his only personality trait which i believed showed a great way of presenting the film was not only about womens explorations and feelings but mens as well,0.9617,positive
330,felipedesouzarosa,24-Jul-23,barbie is a curious film and i believe that the high expectations of the general public led to its performance being considered average the film tries to criticize several things at the same time  criticizing how society puts pressure on women and reflections on selfknowledge besides that i assume that at some point someone wanted to criticize large corporations but all of this gets lost in development and becomes confusing and often its not clear what the movie really wants to be about maybe focusing on just one thing or working them all properly would be better anyway the film is fun and manages to get some very loud laughs and unfortunately this script problem persists in situations that just happen without any development or reason i hope that in a future sequel this is better worked on,0.6899,positive
331,ericvankeimpema,2-Oct-23,we saw the movie because everyone was talking about it specially the rebirth of barbie and the political message feminism were supposedly great well after 10 minutes we already wanted to walk away fromt he movie its totally overhyped bad script sort of these typical teenage american football humor movies which is very cheap and dull to watch there was litterally nothing entertaining or nice about the movie the scenes in the matell headquarters were overly childish maybe one truth was well demonstrated in the movie everything was pink the houses in barbieland did not have walls and the drinking cups and shower had no fluids in them oh yes and barbies car had no engine,-0.398,negative
332,joebnow,10-Aug-23,the film has margot robbie and shes wonderful ryan gossling is good but has been overhyped in this role will farrell is doing his usual shtick which is funny however the film seemed longer than oppenheimer  which is brilliant filmmaking after twenty minutes i turned to a friend and asked if barbie had a plot five minutes later a story did start to surface but it was predicable and not terribly involving full disclosure i never played with barbie or destroyed a barbie so clearly i am not the intended audience still there are some very clever bits the design is super the last line is a really laugh out loud surprise and robbie is a delight in anything,0.993,positive
333,v-15334-99224,23-Jul-23,where to begin with flamboyance of barbie and the emotions of greta gerwig this is the best release of the year so far to address it all to mothers specifically and still touch the hearts of girls all around to talk so so honestly about what its like being a girl to say it in the first ten minutes  i can have feelings and use logic at the same time and it does not take away from my worth to have barbie look at her body and hate it and to make her look at an old woman and see just how beautiful her imperfections make her to make it about growing up but also about remaining a child to remind girls to be both to make the perfect example of what adolescence means to a girl just genius,0.9388,positive
334,mainstreet-62539,28-Aug-23,clever funny charming with bright bold colors and visually stunning but that is what i heard going into the film and i was not disappointed in any way in that area the sets are also amazing and the barbie worlds they created vs the fake real world sets that they made really coolthe only part that got old fast was the preachiness of the writing i got it the first 50 times you made it clear about feminism and that women should run everything and be everything that is fine but any filmmaker that keeps repeating their point or theme too much risks boring the audience by overstating or over playing your message many mainstream  indies have made this mistake really likeable cast and set designs even the music was funny  clever so a lot of good overall,0.9796,positive
335,FlixFLos,30-Jul-23,first half was very enjoyable but the rest felt rushed and with no direction like it didnt really know what to focus oni loved the music and choreography the scenography was amazing and i genuinely laughed a couple timesken bringing patriarchy to barbieland and screwing things up is a fun and interesting concept although i feel like the plot turned simplistic and took the easy way out i dont buy the nah everything was perfect before lets get things exactly as they werethe dialogues sometimes want to be this emotional speeches that kinda take me out it doesnt feel like a natural progression as it is often said it was too much tell and too little show,0.9887,positive
336,emiliepoulain,11-Aug-23,i really enjoyed the movie but it also tore me to pieces i saw myself reflected in many very difficult situations in my life as a woman beyond the fact that my feminism allows me to be aware of many things i got home thinking a lotmargot robbies performance is incredible it really makes you feel all the sadness despair and finally the relief of being a real and imperfect woman ken was also very good i feel that gosling is going to win an oscarseparate point for the costumes scenarios makeup excellently done barbie is undoubtedly the movie of the year 2023 in short watch it its a great movie thank you thank you thank you,0.9789,positive
337,cindyu-71280,8-Aug-23,while i was able to enjoy the barie movie for its sarcasm and sardonic dark humor it is subject matter way too mature for children after the movie was over i heard mostly pre teen girls disappointed there wasnt very much barbie in the movie so just a warning to parents please heed the the pg13 warningi loved the clothes shoes and accessories in this movie as for me personally ryan goslings ken was as good as it was possible ken in any other world would be a 10 love that song it was cute and very silly and super adorable obviously ryan goslings is too old for ken so he did the best he could would i see it again not really as a little girl i used to wonder what would happen if barbie and midge became real i stopped playing with them and learned to kiss boys real life came crashing in i still keep those memories of barbie they are still sweet,0.9877,positive
338,dspornakk,22-Jul-23,i absolutely loved it margot robbie is the perfect stereotypical barbie ryan gosling gives an oscarworthy performance and has a true rock n roll voice the soundtrack is also very very good subjects of patriarchy and cultural hegemony are approached with humour and historical references michael cera is funnily adorable barbie is funny and surprisingly entertaining greta gerwig and noah baumbach wrote an enchanting script with genuine emotion barbie was brilliantly cast i loved ryan gosling hes terrific as ken and delivers an oscarworthy performance the ending is good and its worth sticking around to watch the credits,0.9934,positive
339,adibshahriar,23-Jul-23,at the interval i was surprised of how much i was enjoying barbie with its amazing humour which was super ironic and subtle commentary on male patriarchy and consumerism the overall theme of the movie was also quite good reflecting many aspects of human life and how it becomes more critical with age but it was so disappointing in the third act which takes away the brilliant build up ryan gosling showed his ranged and made me laugh so many times margot robbie shined brilliantly just like she does during the whole film but i expected more from barbie and greta gerwig didnt satisfy me she should have tried for a different sort of ending,0.9615,positive
340,krishnamoorthy-49341,22-Jul-23,very good movie ryan acting is very nice also margarot  i havent totally watched this movie but anyway its good upto i saw thisgreta gerwig movies always good movies this film is also not exceptional from that she maintained her touchcoming to talk about screenplay gerwig and her husband noah their combo both are legendary directors their combo is good not only his personal life but also in silver screenryan gosling is rarely do these type characters most of his movies he delivers same expression thinking about his acting i am not fan for him but i like margarot i am a big fan for her role harley quinn,0.961,positive
341,Boskjoss,22-Jul-23,"i went in there with o expectations but boy it was cunning and audacious to say the least it is one the most original movie made in terms of writing filming cinematography in recent times to be made with a fake subject but very relevant plotbarbie speaks to alot of women and
men about feminism patriarchy consumerism and existentialism in its own weird sometimes cringe but mostly funny wayfull marks for casting top to toe perfect casting for barbie and ken but movi is boring in the beginning and too preachy otherwisetotally skippable in the theatres its not worth the hype tbh",0.7711,positive
342,theamykeown,30-Aug-23,it was not as lighthearted and fun as i was hoping i wasnt expecting such a deep message to be told to me by a barbie there is a lot of satire in the film that i feel some will take to be truthsbut costumes and sets were on point i hope that team gets all the nods for their accomplishments the soundtrack is lacking too maybe i do not have many nice things about this film other than it wasnt for me instead of it being a cute comedy i became more depressed by watching the movie margot and gosling played their roles well and i applaud them but the other all content was just too deep and not fun,0.425,positive
343,zwbnmzrqk,21-Jul-23,i never cared for barbie but the movie is really good i think the casting is perfect and the music and who they got to do the soundtrack i also love how they made the barbie world a separate land and it was brighter then the whole world and i love how they went to the mattel head quarters and the people trying to take her away and barbie and ken being in the real in the real world also the marketing team did amazing on the promo and advertisement on the movie with all the companys collab with barbie and etc so overall the barbie movie got a lot of hype and well deserved excellent film and amazing for people who love barbie,0.9947,positive
344,avemerillo,23-Jul-23,started well had some great moments and acting was goodhowever the point of turning kenland back to barbielandwhat was supposed to convey that barbies aka women actually want to live looking like barbies in their almost identical barbiehouses that its women against men and men their dreams are stupidi found the mattel team going to barbieland totally out of context and it didnt add anything either to idea or humor of the movie men leading the patriarchy in real world were made to look silly and idiotic which didnt add anything to the ideas but felt embarrassing rather than funnyi found the movie weird confusing and not empowering at all,-0.3919,negative
345,dvlbr,23-Jul-23,what a cinematic experience the mediatic effect that this film is having and will have is beyond imagination i dont know where to start i feel like greta is kind of an underrated director but one of the most unique voices in hollywood this film is iconic using the character and icon of barbie to tell and send such strong messages is something that not everyone can do throughout the film i was always connecting it to disneys soul due to particular sequences that were so strong and that convey the same message barbie experiencing the real life for the first time life is unique a beautiful gift that its worth exploring and enjoying despite its suffering  using this solid base to talk about crucial matters like politics patriarchy feminism life as a woman in all its aspects all in a really enjoyable beautifully crafted comedic way barbie and the married writers manages to unite different kinds of genres musical  ryan gosling is sublime in musicals you know what i mean  bits of war sequences and the dramatic layer in a special way this movie is near to perfection the epilogue really adds to that perfection with a heartwrenching soundtrack by billie eilish and some stunning visuals and another expected brilliant performance by margot robbie its her year and she deserves all of it to summarise the film i am kenough,0.997,positive
346,qrawbr,26-Jul-23,im only saying it could have been better because of the hype i was expecting a little more and was a little disappointed by some aspects of the film firstly ill say that margot as barbie and ryan as ken were great individually a large part of why this movie was so good is because of what they brought to the characters and the story on screen i found watching ken discovering patriarchy to be the most hilarious part of the film however one of the first critiques i have is that it felt like the movie didnt spend enough time in barbieland the serious shift felt a little too sudden when it could have benefitted from fleshing out the perfect life a little more and the character dynamics of the barbies and kens this also would have made me personally feel more like i care as a viewer regarding the emotions and thoughts that barbie and ken were experiencing when they went to the real world secondly its use of heavily weighted political words being used loosely by the barbies and kens water down the overall issue this film is trying to be about i think being a woman in the real world is a lot more complicated than going on a beach and getting harassed or seeing a bunch of men working and socialising in corporate i understand the way the movie addresses this is meant to be with a comical and somewhat obvious tone and it was however it could have benefitted from also adding a bit more of a layered experience to these issues which would consequently add more dimensions to when these politically weighted words were used it just felt in my personal opinion to be thrown around for the convenience of making a point amongst all the silliness but with no real material message finally which brings me to my third critique is that the movie didnt seem to be for kids but at the same time it was my first argument for why perhaps the two critiques i have made might not be valid is because its a kids film and in that sense it would well make sense but then there was the use of heavy political language used throughout the movie that just wouldnt be useful for a storyline in which kids can get the message not to mention literal sexual reference made to female and male gentilia which seemed inappropriate for children dont get me wrong i love when kids movies throw in a little something subtle for adults to obviously get a giggle at which i argue shrek did very well for example however the script of this movie im not speaking of visuals for obvious reasons just seemed a little confused in which age group it was catering too which arguably limited itself in diving deeper into the above two points i madenevertheless it was an enjoyable film and good in its own merits ken as a character made a lot of sense given his whole purpose as a doll in real life and that essence i think they captured well 710,0.9816,positive
347,inacarunderwater08,25-Jul-23,such a silly beautiful wonderful movie this is truly a cinematic masterpiece it has heart soul and lots of laughs ive seen it twice so far and it honestly gets better with each watch im looking forward to owning it when it comes out for purchase as well this will definitely be one i watch a lot ryan goslings ken is everything and hes absolutely perfect this entire movie is perfect i dont want to say too much and spoil anything for those that havent seen it yet so just go ahead and do yourself a favor and go see it what are you waiting for p s isnt not sexist its making a point and people that have a problem with what its saying should probably ask themselves why and look inwards,0.9907,positive
348,Vasneh,12-Sep-23,first of all let me say that my score for this movie is 65 but thanks to the site i cannot give this votei agree that this movie conveys a good message and concept but i seriously dont know why it sold so much but am i sad not at all it makes me very happy that the movie was able to sell so much after marvels superhero moviesall actors have fully understood the concept of the film and good enough i did not see this movie in the cinema but i am happy that it made many people go to the cinema and see this movie in the end in this time with this movie everything is for the benefit of cinema,0.9842,positive
349,abskate,23-Sep-23,walk into this film not completely knowing what to expect but came out pleasantly surprised good set designs a lot of good shots throughout the film pretty solid humor throughout the film so overall good experience but now in terms of casting margot robbie was a great choice for barbie but man does ryan gosling really steal the show almost makes me wish he was in more comedies will ferrell also makes an appearance and theres a pretty good job and in terms of the overall message definitely wasnt as preachy as most people put it out to be so i dont think the overall message was as bad as some people had it out but overall a fan film would recommend,0.9938,positive
350,amandakelly-44326,21-Jul-23,the only good things about this movie were the actors felt like i was watching one big commercial for barbie constantly plugging outfits and what barbie really means for young girls i guess it was produced by mattel which says a loti was hoping for something smart and satirical like the lego movie but this was just a silly story with dumb humourthe nostalgia is the draw card for people including me i loved barbie growing up but it wasnt enough for me to enjoy thisdont waste your time the producers spent more on the advertising and promo work than they did getting a good story together,0.9294,positive
351,brendan-63701,8-Sep-23,barbie opens with an homage to 2001 a space odyssey before quickly transitioning to the visually stunning artificial reality of barbieland where the sky is a painting and the food imagined its colorful the set designers display fully realized artistic visionsits nice to see a movie that isnt over sanitized for a mass audience a movie that doesnt play it safe you can see the influences greta gerwig wanted to include from old hollywood all over the place margot robbie is the star as barbie fully embodying the perfect barbie life until cracks start to form in barbielandbarbie presents two dystopian worlds one a bad version of the real world and barbieland where men are pushed aside and given nothing to do at all ken discovers the idea of the patriarchy after being respected for the first time in his life in the real world because he never had any power it was a desperate attempt to gain equality from a member of the oppressed class ken is essential to the emotional core of the film hes how we see the injustice of barbieland the movie isnt manhating it uses the poor treatment of the kens by the barbies to say how dumb discrimination is and that we should all treat each other as individuals capable of working within our individual talents and skills and that we should be authentic to who we are significant spoilers after this pointthe movie also tells us through a memorable monologue from gloria thanks to america ferreras excellent performance that we dont have to be perfect we can embrace being ordinary she doesnt want the perfect barbie life either she wants an ordinary barbie thats also a mom loves her family and embraces her imperfections as good things the concern with insecurity caused by barbie is made less tactfully by glorias daughter who goes on a screed calling barbie a fascist you cant tell me this was intended to be self serious and not a way to poke fun at gen z self righteousnessrobbies stereotypical barbie also learns these values shown when she is sitting at the bus stop in the real world and looks over at the older woman next to her and tells her she is beautiful barbie sees beyond the plastic perfection of barbieland this is why its so important she leaves barbieland at the end of the film she rejects the reimposed female domination of barbieland and the point of the film is to say the real world is better than what women may imagine happens in barbieland barbieland is not the good placethere were some significant negatives for me though i thought the movie had some humor that fell very flat in parts the scenes at mattel didnt do much for me the movie was at its weakest in the real world where we spent a lot of time some of the characters had rushed developmenti am kenough,0.9752,positive
352,musajasna,20-Jul-23,well scenography is nice wardrobe is nice and actress are pretty the plot is non existent and the whole movie tries to be something its not  a social commentary so it dives in whole other area and topics and fails i didnt have any expectations coming to the cinema i just assumed it was light and funny movie but instead i got a speech about patriarchy and mens world not to say it isnt but its not something you would expect from a barbie movie that was marketed as fun and comedy moviedevelopment of the characters is non existent so they are constantly changing their mood and personality without any explanation,0.9217,positive
353,barbett-1,8-Aug-23,barbie is a fun little movie that is at its core a satire on traditional gender roles in society thrown in is some mild commentary on materialism and how reality seldom if ever lives up to our youthful expectations some people have claimed the movie posits a subversive antimale agenda but i cant see it that way its simply a movie based on a toy that dares to actually not take itself seriously look at other films in this genre such as battleship gi joe and the transformers films all take ludicrous concepts and imbue them with a ridiculous amount of dark realism barbie doesnt do that it reveals that its a joke in the very first sceneis this a great movie absolutely not but it is fun entertaining summertime fluff margo robbie and ryan gosling both look and act perfectly plastic the set design is brilliantly colorful and the whole thing moves at a pleasant pace see it and enjoy,0.9893,positive
354,kim_shea_berg,23-Jul-23,first i cant believe i went to this movie my 18 year old daughter wanted to go so i said ok i watched the first 20 minutes in disbelief  with my internal voice asking how did this movie ever get made the story is stupid the acting is bad the movie tries to be a cross between the wizard of oz la la land being john malkovich and the truman show but fails on all attempts is it a musical comedy drama spoof yes to all but again it fails miserably on all attempts oh  and have i mentioned how we women are supposed to be superior to men like the woo girls in himym its just sad ill never get my time or money back so i recommend you just save your money and go see something else i just cant believe this film has good reviews it must me a new way to market films  pay a whole bunch of people to talk it up and write good reviews on social media and then youll get the crowds on opening weekend youve been warned,0.882,positive
355,arondolls,20-Jul-23,my expectations were very low for the movie but i am surprised the movie was literally good the cast were fantastic the set up delivered the fabulousness of the b world margot robbie is a great choice for barbie i hope to see some elements from lgbti but it did not bothered me at all planning to go and see againryan gosling he literally delivered his best the soundtrack should have some more elements from 80s 90s as the storyline mostly based on these years of barbiepaying a tribute to ruth was amazing but they should have also pay a tribute to the original barbie bild lilli,0.9922,positive
356,nicoleoblamski,26-Jul-23,i was amongst the people who thought they saw a majority of this film based on all of the filming stills posted on the bird app in 2022 i still wanted to see it something about their perfect neon rollerblading outfits i saw one preview and wasnt sure what the plot was going to be i didnt care i still wanted to see it i wasnt expecting it to be amazing but amazing it was well done margot really knocked it out of the dollhouse ryan ill never look at the same way way again this 1980s barbie superman is very pleased it wont be long until the opening dance scene is all over the clock app i havent felt so compelled to learn choreography since michael jacksons thriller also girls rule sorry ken,0.9181,positive
357,ghoshi-kol,23-Jul-23,the real power of cinema came to the forefront as two films went head to head against one another this friday one was based on a childhood icon that attained the status of a cultural phenomenon over the years as evident from the massive craze around it and the other was based on an icon in the realm of science whose invention changed the course of the world and was directed by a man who has emerged as a phenomena himself in the world of cinema the former celebrates girl power and inclusivity while the latter is largely a mans world built on a critique of warfare and corrupt politics to address the elephant in the room oppenheimer beats barbie on all fronts without having to put up much of a fight irrespective of what the box office figures might denotethat said barbie is a good film a fun watch that could have been so much more the first half was a joyride providing all the fun that the film must have intended to provide during the course of its runtime it was a job well done by the art directors and set designers as they enabled in creating a vibrant colourful world without any trace of morbidity the barbie houses the beach the house of the weird barbie the roads the netherlandslike fields the sea  they were created with a perfection that one can only dream of only to let you sink and immerse yourselves in the colours that gerwigs vision could have borrowed straight of the rainbow to conceptualize and execute such a world is an extraordinary accomplishment with the sets perfectly complementing the colourful lives of our barbies the barbies come from all walks of life hold important positions and stay at the frontline of barbie life  a contrast to the human world where a bigshot at a top private firm claims to ken that they don the mask of inclusivity so that they do not have to deal with a backlash at the center of all these barbies is margot robbies stereotypical barbie who is ever joyful and unfettered by emotions like grief or anxiety she is the paragon of the beauty as it was once envisioned hence the stereotype about her the kens have nothing much to do in this world other than bicker over their vulnerabilities all was well until the real world began messing with the barbie world and our protagonist is hit by concerning thoughts like death depression takes root in her mind and she has to embark on a journey to the real world to not only fix her own life but also that of her owner barbie should have stopped here or should have taken an alternate route to the denouement as the second half just steers out of control and every theme seemed to being heavily hammered into youe mind as if the script had lost confidence in the viewer to effortlessly let those ideas in the last 30 minutes felt stretched out of control except for the incredibly done ken song  one of my favourite moments from the film gerwig had let the viewers have most of the fun in the first hour but the script lost the steam as it trudged to the finish line gerwig is worthy appreciation for her vision for the world she has accomplished in this film for the infinite ideas she has established  feminism to motherhood to inclusivity to bending all gender stereotypes she has been sensitive and empathetic in her handling of depression if only she had not taken the approach of a moral parable in the second half this film could have been so much betterbarbie packs in a stellar cast with every single one of them investing the best of their qualities in the project robbie looks absolutely pretty as she should have in this role and handles joy sadness existential crisis with the capability that she as an actor has always possessed issa rae as president barbie and kate mckinnon as weird barbie are two other standouts but the real star of the show is ryan gosling  his kenergy is infectious and will keep you in splits throughout just look at his incredible comedic chops when ken visits the human world you just cant have kenough of goslings ken la la land showed that he could dance really well a skill he has put effectively to use in the ken song tooin the end gerwigs film is a pretty looking tribute to a pretty cultural phenomena it could have had a little more of the muchness as the mad hatter would say in alice in wonderland in the fun department it dazzles throughout but the baggage of its heavyhandedness drags it down to an extent alas,0.9952,positive
358,Mateo-EGC,20-Jul-23,ryan gosling as ken i loved too much but margot robbie as barbie is perfecti understood the message very well its great to see how they destroy little by little the stereotypes of a pretty person and replace it with the reality that many human beings live and after all men and women and every living being deserve to be happyone of the scenes i loved aside from the opening reference is the just ken exclusive scene i would have loved to see more of ken and dont forget that you can be whatever you want to beby the way i absolutely hated the advertising to a certain car brand,0.97,positive
359,francescoramagli,11-Aug-23,gosling robbie made the movie theyre what makes it worthy to watch every other possible meaning or message the director was aiming to explore in the film was pointless or superficially  weakly face mattel tried so hard to wash its image through out barbies redemption that it almost appears cringe will ferrell in the same role as he was in zoolander or so finally the male figure is a bad represantation of the worst and stereotypical patriarchy which you could assist to maybe in the 80s despite goslins brilliant represantation ken is just a stupid mamma boy without any merit robbie is just wonderful,-0.9256,negative
360,court_660,22-Jul-23,i am going to be so shocked if this isnt the biggest movie of the year barbie was fun hilarious while also being real and heart wrenching i found myself laughing and crying throughout the film the movie is incredibly well done and the entire cast was phenomenal i highly encourage everyone to watch the film it perfectly balanced real current issues while remaining a really fun filmmargot robbie blew the role of barbie out of the water and ryan gosling as ken was absolute perfection their interactions had me and the theatre absolutely dying i cant wait to watch this movie over and over again,0.9771,positive
361,elzorrodorito,31-Jul-23,i was excited to see this movie after hearing how much people liked it i anticipated it having strong messages and it did but it was a little all over the place im not sure there actually was a cohesive message but i found myself very emotional at moments during this film i think it speaks to both men and women who feel societal pressures to be certain things and act certain ways the music is amazing and the ken dance sequence might have been my favorite thing i have seen at the movies this year this movie is also hilarious throughout i left not knowing exactly how i was meant to feel but i did enjoy all the pieces even if they didnt come together completelydoes not need a sequel or a mattel cinematic universe lol,0.9813,positive
362,eva-rebac,9-Sep-23,i really wasnt expecting much from this movie when i decided to watch it but i thought at least i would have some laughs right that did not happenso incredibly boring and the songs are so cringe and bad this is supposed to be a comedy i havent laughed once i wanted to quit halfway but i thought once i started it ill finish it i dont even know how i managed to get to the endi dont understand the hype around this movie and the score it has here on imdb is more laughable than this movie could ever be it might be amusing for kids around 710 years old but adults stay away from this one,0.3383,positive
363,MFC9,21-Jul-23,didnt really know what to expect from this but this is one of the best films of the year laughoutloud funny and heartfelt margot and ryan gosling throw themselves head first into barbie and ken like some kind of zoolanderlegally blondelego movie hybrid but far more intelligently writtenjam packed with injokes sly references and even a mattelcensored fbomb barbie is relentlessly entertaining from start to finish most of the satire will fly over kids heads as we had a theatrefull of belgraves finest letting their vile offspring literally run riot under the screenluckily the movie was so good we kept our teacher voices to ourselves over to oppenheimer on sunday 910,0.9702,positive
364,ryfletch,21-Jul-23,this movie is a feminist fever dream that teaches young girls that they will never be successful in the world as long as men exist and that men are horrible ironically ken played by ryan gosling is the best part of this movie bringing more laughs than anything elsethe movie gets upset at the real world because women dont choose to take on more physical or stressful jobs and then says that the reason they dont take these jobs is because of men men are this men are that men publicly grope women every single one and every woman is perfect no matter how obese or weird they are its a waste of time for anyone not watching the movie ironically go watch oppenheimer instead,-0.1322,negative
365,katiejruncorn,25-Jul-23,me and my sister both enjoyed this film and disliked it the beginning of the film starts off with little girls destroying baby dolls because the new barbie toy had been created me and my sister were shocked and also disappointed in the scene the movie was really funny it had us laughing a lot and we enjoyed it they made men look absolutely stupid as in if there was just one leadership position filled by a man it was the end of the world that part annoyed us and we strongly disagreed w it overall i think that the movie could have been better but it wasnt the worst ive ever seen i definitely enjoyed certain moments of watching the film but definitely not every moment i recommend this film for the barbie world experience i think every actoractress fulfilled the role they played however i dont think that the story was 100 in line and think it could have been a bit better ,0.9854,positive
